R7179,R9641
R3884,R5636
R12112,R9852
R1187,R4127
R8125,R9615
R3488,R563
R15469,R17495
R15293,R16704
R2291,R7402
R16364,R17549
R5330,R6764
R1335,R2301
R15100,R16232
R14406,R7705
R6715,R8721
R5769,R8737
R2262,R6606
R10821,R13008
R12895,R9069
R7939,R8895
R12523,R8316
R5004,R7912
R5563,R8491
R3391,R8773
R12813,R13633
R13672,R8198
R151,R6861
R3760,R5622
R3884,R800
R326,R6588
R10948,R14311
R5428,R7317
R12063,R4452
R10979,R8140
R11278,R4541
R13921,R7488
R16504,R16846
R11912,R12814
R10469,R9513
R5922,R9357
R10715,R9813
R10549,R11425
R12921,R8823
R11679,R12609
R11590,R12493
R10415,R4126
R13069,R15753
R12908,R15959
R12129,R14940
R6392,R9332
R15085,R17352
R6305,R776
R7818,R8809
R4586,R6073
R5507,R8425
R7842,R9366
R12872,R8295
R14663,R17119
R6966,R7962
R10550,R6512
R11732,R12606
R10585,R11416
R3230,R7043
R7906,R9384
R17187,R17514
R1403,R4439
R16832,R17466
R5520,R9422
R1822,R7147
R13677,R16942
R10768,R17563
R1768,R3884
R13476,R9453
R6072,R9980
R12080,R8830
R11805,R8990
R15724,R16742
R12609,R9403
R4500,R5917
R11659,R14138
R1500,R3479
R1711,R5120
R14873,R15986
R1975,R3896
R12344,R17509
R2716,R8541
R11983,R12853
R8113,R9093
R1345,R5703
R12867,R7310
R8693,R9668
R10718,R11630
R5582,R6073
R12282,R7049
R6158,R9588
R3611,R8398
R3611,R643
R1660,R6037
R11231,R8941
R3700,R8528
R7481,R8518
R11074,R12419
R6203,R7164
R1428,R499
R11253,R14985
R10540,R12375
R2066,R3518
R3064,R5923
R11144,R13706
R421,R4781
R11139,R13715
R2002,R7746
R3873,R418
R10622,R11497
R13554,R15077
R11267,R13818
R3579,R4548
R13433,R8908
R10927,R6095
R7606,R8597
R14820,R16299
R2239,R5922
R2626,R6031
R16462,R17107
R11280,R7431
R12764,R13175
R11751,R16102
R13186,R8584
R7543,R9386
R1845,R4320
R10266,R11173
R1712,R7992
R14371,R15872
R14916,R9838
R5072,R9960
R11120,R16296
R10523,R16188
R2404,R4365
R14327,R14880
R5143,R7044
R10459,R7493
R5499,R8919
R12922,R9319
R15232,R16662
R15195,R8308
R11638,R6340
R4042,R9822
R15817,R16876
R12955,R17561
R1389,R6573
R5043,R7893
R1450,R9700
R4957,R5933
R4601,R7491
R4881,R6289
R3669,R4626
R1268,R9530
R14476,R15598
R13140,R9055
R11871,R15119
R3397,R4412
R4088,R8875
R3899,R7730
R11483,R14026
R14254,R15032
R11828,R16194
R10285,R3030
R11100,R9204
R12191,R9872
R5390,R7342
R5081,R6071
R12581,R8900
R7502,R8526
R10065,R1722
R2239,R4980
R4407,R485
R5423,R8798
R11543,R12444
R14531,R15649
R2918,R9755
R17307,R6807
R1313,R2791
R12024,R3909
R5900,R6833
R12106,R15676
R13240,R15543
R1992,R2904
R12702,R9986
R2926,R8276
R14656,R7004
R15824,R17169
R2837,R6202
R4961,R8359
R13787,R14893
R4597,R705
R3208,R4586
R10472,R3702
R10954,R7648
R10715,R13739
R2756,R827
R12945,R6853
R3637,R7359
R10432,R12249
R13415,R8455
R14388,R17387
R3811,R6185
R2457,R9700
R13932,R15802
R730,R9510
R1991,R3929
R15155,R17218
R11128,R12022
R12908,R13708
R8155,R8614
R11091,R6245
R16358,R17007
R10333,R6947
R7067,R9542
R11098,R3918
R3686,R4619
R11032,R8659
R11256,R9395
R10613,R9703
R13178,R13979
R11612,R3504
R11332,R9969
R11465,R12356
R2799,R7598
R10881,R12240
R10028,R10930
R11466,R5227
R8182,R8874
R6937,R9429
R1491,R1902
R13529,R16486
R10837,R9938
R11385,R16528
R15722,R17101
R13954,R9077
R13106,R13919
R2267,R8051
R10719,R9800
R15190,R8691
R6540,R8499
R11434,R16550
R10333,R8935
R10779,R11649
R7782,R8737
R5096,R6077
R10755,R11658
R5701,R874
R11944,R6314
R10332,R10815
R10269,R5889
R12608,R14572
R3135,R6971
R16466,R9958
R14256,R17441
R7581,R9551
R12536,R14491
R12268,R4212
R14065,R9288
R3422,R9714
R13481,R7962
R1138,R2109
R3982,R5826
R2445,R61
R13323,R13744
R11823,R3720
R10097,R4285
R10819,R14185
R13809,R16096
R11873,R12779
R11038,R6329
R12206,R6490
R13980,R15476
R14234,R17419
R10760,R2070
R10390,R9887
R11065,R8262
R16854,R17478
R12517,R12927
R1482,R965
R9390,R9908
R13817,R9435
R15476,R17182
R3473,R6824
R15453,R16522
R4868,R7271
R12742,R15465
R11493,R16629
R12596,R13392
R14172,R14173
R2017,R6348
R14449,R16981
R14646,R16815
R15781,R16811
R13760,R8837
R11818,R15068
R10113,R10992
R13867,R6958
R12402,R13654
R126,R5940
R16239,R7634
R6427,R972
R571,R9530
R2001,R956
R6639,R832
R6604,R8049
R10697,R9246
R10595,R13622
R3486,R4468
R12309,R5238
R13057,R8971
R16271,R17228
R10228,R11580
R1434,R34
R3060,R9331
R11002,R15501
R10666,R14082
R188,R5011
R2266,R4675
R8207,R9218
R7208,R930
R11677,R13832
R3820,R5226
R12946,R14105
R5644,R7082
R14829,R15543
R1751,R3270
R3237,R342
R391,R9103
R3422,R6746
R10558,R5680
R14280,R7502
R10382,R9909
R10399,R8934
R2034,R6863
R15368,R9958
R15240,R9303
R1827,R836
R1131,R3580
R12558,R8824
R5344,R7790
R13905,R16127
R2402,R3883
R2884,R8204
R4198,R5603
R12867,R14046
R6231,R8225
R10765,R9792
R14644,R16125
R4680,R5643
R4345,R7712
R10453,R4606
R3815,R5699
R14008,R16121
R11706,R9378
R10050,R11378
R15130,R15515
R2488,R3465
R4066,R8894
R1802,R7113
R292,R5591
R8594,R9115
R8106,R9107
R11069,R11935
R4502,R8839
R10274,R8816
R410,R6207
R14323,R16034
R10493,R12284
R11599,R12489
R10568,R15104
R10051,R12750
R14788,R15197
R13565,R16528
R11603,R12949
R15336,R16747
R12509,R14473
R10183,R10602
R1739,R8035
R4380,R6825
R13945,R15464
R7358,R8830
R10756,R12965
R13744,R16000
R11768,R15395
R2425,R8224
R10313,R7358
R10660,R9686
R6746,R9211
R10652,R11560
R14499,R15625
R11435,R9599
R6772,R7306
R10441,R10908
R30,R8762
R6965,R9468
R6361,R8319
R10648,R12846
R12844,R14410
R6759,R940
R2485,R3937
R14099,R5276
R10756,R11668
R14805,R16619
R4169,R7987
R6057,R9023
R10803,R6008
R5991,R8639
R1390,R893
R11273,R9925
R13762,R14129
R11455,R6153
R1735,R6108
R6375,R9370
R10887,R1711
R2697,R5093
R2658,R3681
R10743,R15622
R2249,R6582
R15279,R9836
R12625,R15333
R10195,R12425
R4645,R6113
R3162,R5565
R1608,R644
R1226,R2198
R5629,R8552
R14291,R15796
R14978,R7891
R11581,R12899
R13596,R7627
R7049,R8536
R14351,R7129
R10067,R14716
R6443,R9926
R11282,R12630
R6249,R7215
R3875,R893
R11194,R14159
R13571,R14350
R13062,R13869
R2380,R5291
R123,R6857
R2902,R3414
R11462,R8612
R3312,R5235
R10586,R15868
R1793,R4246
R13862,R16786
R10447,R13910
R12575,R13376
R13988,R17212
R3925,R5793
R16071,R17082
R14341,R4182
R12853,R7788
R5331,R982
R2885,R3895
R12842,R9747
R14197,R15702
R5433,R6388
R15276,R16399
R5023,R7438
R122,R1413
R14328,R15816
R14216,R14963
R2166,R730
R3243,R5620
R11803,R14649
R2556,R6392
R16068,R16747
R14040,R9725
R3345,R4320
R10376,R13805
R10976,R15848
R2224,R4060
R10746,R9807
R10948,R9077
R11414,R13614
R10020,R6107
R5962,R7422
R10401,R11758
R208,R2082
R2402,R3393
R6605,R7559
R11364,R8542
R13422,R14586
R10719,R9799
R13416,R14556
R3495,R3496
R12089,R4022
R8046,R9562
R6268,R9722
R7635,R8630
R14927,R16025
R12934,R14873
R11091,R7235
R11061,R6283
R11881,R9087
R15367,R16457
R10625,R4420
R11378,R6600
R10952,R11839
R12153,R13006
R3918,R9194
R10848,R11313
R11747,R14623
R14244,R14658
R11424,R8582
R3123,R5035
R12569,R14892
R4802,R5841
R12403,R8308
R14138,R9369
R10920,R5139
R13235,R8050
R10965,R3663
R10575,R13761
R11220,R5951
R12599,R8879
R5479,R8934
R13425,R14948
R10892,R11348
R15933,R8236
R13123,R15431
R2511,R8345
R16506,R16844
R8599,R9591
R14806,R8714
R1776,R820
R13866,R14617
R10770,R4981
R12377,R14338
R11460,R7149
R4026,R6388
R16414,R17369
R6182,R9130
R3390,R8306
R6939,R7933
R4393,R89
R5189,R9599
R12224,R13879
R7257,R8244
R12166,R7897
R12443,R9695
R3754,R4681
R2950,R9289
R10588,R9616
R1512,R3534
R4096,R7920
R12628,R4101
R10796,R12592
R15000,R16783
R10036,R12294
R3032,R6857
R5706,R9573
R10014,R8039
R12333,R6605
R10068,R7611
R13016,R9441
R1203,R3708
R5682,R8641
R7860,R8844
R11031,R12926
R10727,R5910
R12883,R14821
R3738,R4202
R1961,R983
R15567,R9189
R11217,R7860
R11743,R5679
R16249,R17205
R14592,R17097
R1274,R3339
R10452,R16798
R10582,R13177
R10996,R8152
R14451,R9725
R13948,R14697
R6390,R9640
R4826,R5772
R15618,R16349
R1444,R486
R10050,R3766
R15042,R8015
R14062,R8206
R12485,R14475
R6614,R7619
R12938,R5421
R11140,R8746
R7095,R8073
R2035,R5385
R3703,R4622
R11331,R8509
R11171,R15993
R15527,R16266
R14590,R16410
R15749,R16466
R5057,R9446
R1954,R3928
R10685,R8790
R12322,R15140
R1949,R5270
R5562,R8481
R2299,R4757
R324,R5632
R1252,R3731
R11690,R14606
R12554,R5460
R12754,R15466
R11936,R12472
R11652,R9348
R11547,R5803
R7077,R8556
R1223,R2646
R2486,R3368
R14915,R15648
R14194,R15733
R10530,R14696
R10586,R14757
R11955,R6237
R13291,R7796
R10107,R12332
R11368,R2929
R5254,R7180
R12727,R13929
R16337,R9191
R17239,R9758
R11076,R12423
R1548,R3541
R2038,R5407
R1887,R4393
R6861,R7815
R14626,R17412
R4279,R6616
R1456,R465
R10455,R13642
R2663,R4161
R14236,R15002
R13333,R14113
R4220,R7042
R6424,R7417
R2840,R3822
R7495,R8513
R2052,R608
R16344,R17312
R12003,R8738
R14272,R17589
R5069,R704
R14478,R9168
R11093,R9708
R5380,R6294
R15625,R17338
R10867,R11761
R11905,R12798
R12176,R16081
R3898,R4813
R7020,R9477
R4459,R7318
R14442,R16298
R2700,R3697
R13113,R17432
R15272,R17030
R1790,R7624
R3948,R6777
R6398,R9353
R4962,R5934
R13771,R9932
R13386,R13762
R1403,R3464
R5670,R8106
R13649,R9738
R10540,R11427
R5723,R873
R14740,R17525
R3189,R5569
R2834,R3829
R11150,R14495
R14006,R9617
R16950,R9695
R10393,R8449
R2183,R3686
R15215,R16680
R12115,R16092
R10098,R11406
R6406,R7856
R10917,R16127
R12623,R14585
R16405,R17399
R4053,R4956
R3209,R5571
R14559,R15693
R2423,R471
R1926,R3451
R4422,R9226
R15599,R17544
R3006,R4915
R12573,R13767
R10992,R8110
R12369,R13577
R4481,R5916
R14406,R6705
R13793,R6395
R4646,R571
R2278,R349
R3839,R4764
R15969,R16684
R13072,R15012
R11682,R12638
R14459,R15200
R14356,R16229
R10664,R8773
R3344,R896
R12532,R17333
R13333,R15627
R11451,R8619
R12175,R12994
R10097,R5205
R13978,R15104
R16273,R17229
R16740,R17067
R11298,R12625
R11088,R12004
R14844,R16654
R10056,R15816
R10740,R7333
R10112,R9113
R5347,R5852
R10531,R16528
R13173,R15127
R10300,R8831
R11835,R14691
R8547,R9525
R11538,R13268
R15728,R16406
R11353,R3669
R13362,R9840
R10243,R15221
R13130,R13537
R11494,R8190
R12719,R16837
R5320,R7769
R10943,R8053
R12944,R14109
R11311,R13879
R10803,R12585
R1862,R6573
R11442,R16239
R9177,R9655
R6316,R8682
R6236,R9755
R2435,R6766
R12650,R14623
R5647,R7553
R10472,R3176
R11577,R15547
R12418,R8699
R2611,R4083
R188,R2090
R7950,R8922
R13,R2372
R8345,R9295
R5653,R7084
R2075,R4548
R14578,R16066
R14337,R16238
R10031,R16859
R5962,R654
R5255,R9641
R11420,R14349
R12582,R8898
R11339,R13910
R4793,R8666
R1268,R6558
R5750,R7684
R12227,R4168
R15216,R16345
R12235,R12675
R2836,R5714
R3833,R4722
R1738,R766
R15340,R17569
R14368,R16260
R10552,R8646
R14400,R16289
R1629,R233
R13613,R8145
R16572,R17523
R10267,R4462
R14651,R15769
R7211,R7776
R6456,R9887
R10372,R16058
R3001,R8794
R5321,R6255
R14012,R17516
R13709,R14464
R3401,R4369
R16044,R16767
R6403,R8855
R11736,R12633
R7264,R8181
R10650,R12427
R3448,R5808
R1875,R3948
R11763,R7911
R13235,R9064
R2712,R3738
R4247,R8111
R10738,R14701
R11481,R12381
R15265,R9826
R13241,R14837
R1722,R3293
R12167,R8924
R10691,R9756
R10505,R8076
R6391,R8845
R4349,R8768
R10883,R7502
R15835,R16201
R12649,R13490
R4045,R7845
R6236,R8235
R3693,R8494
R7708,R8309
R2833,R9128
R16074,R17093
R11049,R8714
R15421,R16153
R16016,R17025
R15089,R15811
R11101,R9691
R2601,R7900
R456,R8255
R1976,R557
R11505,R5380
R14167,R16088
R11914,R16289
R16012,R17363
R3855,R5206
R13348,R6364
R14757,R15514
R14052,R9270
R1616,R228
R8684,R9246
R6209,R7682
R12419,R4357
R2124,R9440
R1073,R3494
R14243,R9453
R12882,R8713
R4760,R5684
R6670,R9484
R1405,R2924
R6185,R8143
R13571,R9618
R307,R6053
R10885,R6554
R8262,R9761
R4507,R6396
R14648,R16133
R12767,R13966
R11733,R13404
R14868,R17010
R5300,R98
R4958,R7880
R13723,R14474
R12805,R8636
R11135,R9257
R4216,R5661
R15841,R16904
R11847,R14698
R106,R3467
R13285,R14440
R11121,R12846
R3801,R847
R11252,R7889
R3560,R5443
R11630,R8343
R10151,R11936
R12644,R9427
R10484,R12717
R2367,R7176
R11589,R7265
R1687,R2682
R11191,R8370
R7310,R8269
R12102,R13792
R10269,R10724
R1375,R2374
R12463,R14040
R12939,R9300
R11200,R4485
R17542,R6253
R2318,R3828
R544,R7246
R4089,R5986
R6064,R9997
R6754,R9221
R12604,R14174
R10049,R10945
R10824,R12135
R6365,R8347
R11367,R11818
R10676,R6803
R7224,R8305
R5083,R710
R4884,R7237
R13220,R14400
R10366,R15345
R3098,R8440
R7799,R9711
R1508,R4856
R5020,R5977
R4337,R5288
R1542,R2510
R10676,R5830
R11382,R17470
R10819,R12993
R13032,R7426
R11949,R9248
R10964,R12766
R6359,R9797
R7171,R8123
R5840,R9734
R10464,R11768
R12662,R15364
R14259,R16143
R10485,R14873
R1895,R6739
R7130,R8641
R2567,R4989
R3742,R4682
R6161,R838
R10334,R8416
R2700,R7507
R10250,R6773
R13111,R14652
R3026,R3997
R2737,R8565
R13077,R9016
R10713,R12048
R2360,R5736
R11369,R12284
R3084,R3627
R2827,R6628
R10627,R12477
R10116,R12376
R1854,R2858
R10891,R8533
R4194,R7538
R11842,R15816
R1444,R4837
R4753,R7591
R11159,R15997
R6541,R7032
R14738,R15001
R13446,R14180
R6495,R8950
R2898,R6792
R15399,R16129
R12209,R15744
R13465,R16435
R5563,R6518
R16043,R17066
R4174,R6507
R5462,R8839
R6999,R8487
R10352,R7936
R8944,R9948
R15313,R16084
R5642,R6606
R13560,R15095
R3486,R5405
R14407,R15941
R3002,R4032
R15362,R17404
R10339,R10838
R1957,R4348
R7987,R9997
R10358,R12146
R7144,R8142
R14989,R16069
R12403,R15195
R6934,R7901
R11905,R9126
R10648,R11121
R14714,R15145
R11376,R16502
R10340,R7907
R1431,R2426
R2347,R5699
R3645,R704
R15464,R15652
R14490,R17337
R1464,R3933
R4822,R7698
R10439,R7029
R3017,R4940
R1439,R8674
R11832,R7545
R7935,R9406
R2919,R9683
R10593,R5745
R13066,R8457
R11886,R17194
R5904,R8809
R10601,R5480
R6282,R8270
R11861,R16079
R13055,R13880
R10500,R12293
R4393,R7220
R2850,R9138
R16806,R17428
R11884,R14007
R3806,R5708
R4768,R8600
R4304,R6682
R11974,R6780
R4889,R7691
R12781,R13977
R261,R6485
R13996,R14755
R1580,R680
R14697,R17170
R3695,R7033
R10418,R12214
R6266,R8268
R11096,R6810
R14208,R14952
R2889,R4808
R13436,R16086
R1318,R5019
R5541,R6481
R4248,R5676
R4935,R8809
R10877,R17423
R10659,R8755
R11597,R13677
R11081,R5768
R15158,R16593
R10287,R17011
R1661,R4581
R10961,R11873
R16627,R16984
R11785,R15019
R11337,R9026
R7821,R9803
R17109,R9958
R11468,R15161
R11220,R13778
R13361,R8426
R11388,R12733
R14203,R16403
R7401,R8445
R12319,R9558
R3495,R3992
R224,R2589
R1342,R4244
R13615,R16238
R12604,R9886
R1273,R2249
R14518,R9932
R1825,R5714
R2013,R3517
R2158,R719
R197,R5511
R3962,R950
R1948,R558
R11889,R13975
R10218,R14056
R327,R6582
R3904,R4823
R4385,R7751
R11152,R11630
R10693,R12018
R2848,R7124
R12477,R13282
R10687,R11590
R4566,R8967
R3208,R9999
R14872,R15983
R10031,R13569
R13209,R14735
R11469,R8648
R13357,R8854
R5689,R7593
R5271,R6792
R12793,R12801
R12820,R13619
R11577,R9706
R11099,R14058
R10839,R14566
R2136,R4107
R4956,R5926
R4475,R5423
R507,R9163
R14825,R16615
R11920,R12813
R11336,R16119
R14048,R15541
R12065,R9813
R12706,R16127
R11464,R13155
R11916,R17227
R12076,R6395
R14558,R17052
R5456,R8852
R11738,R11739
R1,R1866
R10474,R5606
R11645,R16725
R13567,R6592
R6773,R9676
R7381,R9857
R2078,R5013
R5067,R8950
R14860,R15605
R180,R2543
R6329,R9259
R11087,R12420
R3968,R9705
R10783,R12952
R6247,R8687
R2434,R4872
R12951,R16378
R74,R7740
R2346,R5708
R7333,R9323
R1821,R4764
R10575,R11906
R10142,R15892
R10251,R11963
R11397,R6013
R5909,R7825
R1939,R2466
R11025,R12825
R2359,R9167
R11817,R12728
R13855,R15336
R13257,R15332
R12695,R13527
R13353,R14487
R14020,R15884
R11835,R7569
R16054,R17368
R6286,R952
R12224,R12669
R15102,R7163
R11302,R15363
R10848,R5067
R10850,R8955
R10228,R14087
R14221,R15331
R5872,R8787
R10236,R11088
R12477,R9728
R12151,R3077
R5728,R7646
R6964,R9460
R3537,R6382
R10090,R12358
R11651,R7362
R10557,R13603
R2515,R6847
R2489,R55
R4354,R7280
R1370,R3866
R2357,R4795
R12063,R6364
R124,R2765
R11619,R5469
R11169,R9807
R1041,R8342
R2098,R8899
R4187,R6048
R12107,R13766
R4913,R5425
R14659,R16820
R10716,R8323
R12439,R12873
R11111,R14442
R11068,R12863
R14726,R16556
R13080,R13507
R11778,R7029
R12889,R14057
R12364,R6198
R2175,R3180
R11807,R14654
R12660,R13481
R11384,R5181
R13079,R7489
R3414,R3984
R10312,R14529
R3254,R9082
R10521,R8059
R7525,R8977
R11371,R12289
R10031,R15466
R14344,R7593
R11158,R9817
R14870,R9798
R5904,R6853
R6030,R6962
R11502,R14404
R10694,R6255
R5141,R6557
R14065,R8274
R3076,R5507
R2149,R6149
R10721,R7339
R6783,R8720
R2085,R2622
R10179,R11935
R12025,R15543
R4041,R8859
R12715,R15990
R2846,R3786
R12993,R17374
R8297,R9232
R10826,R15307
R4930,R9323
R5151,R8072
R7130,R9599
R4160,R5591
R10252,R4354
R10582,R11878
R16652,R17533
R14361,R15118
R1060,R5897
R11188,R8824
R10662,R8782
R6338,R8333
R10508,R7081
R3640,R5521
R16165,R9037
R10371,R15689
R5976,R6937
R10277,R8822
R5539,R7963
R10367,R11244
R29,R6808
R12662,R14234
R2354,R427
R3184,R4174
R12506,R16668
R2510,R4461
R3374,R7229
R13604,R15519
R13103,R15378
R2895,R3893
R10441,R7014
R13148,R14704
R3885,R7704
R11179,R6360
R3872,R6213
R11293,R6454
R10990,R8599
R14378,R16239
R8315,R9223
R13727,R15610
R12522,R9308
R10247,R5266
R14944,R16444
R10577,R11431
R4297,R8112
R6423,R7415
R10161,R6810
R5270,R950
R11272,R9415
R13648,R14846
R14192,R9908
R3927,R8702
R12162,R14951
R5952,R9822
R1890,R8184
R2494,R6288
R4519,R5474
R1849,R4313
R17071,R9908
R6069,R7997
R1658,R4568
R12792,R17519
R4285,R9093
R11439,R9628
R10021,R13538
R13083,R9504
R10386,R14582
R6402,R7377
R13945,R15652
R13212,R15098
R14328,R15083
R10438,R7007
R5958,R8414
R14832,R16950
R10628,R12452
R4635,R8502
R10026,R8032
R11874,R6637
R7687,R9713
R10574,R11405
R4684,R8569
R2741,R8069
R10925,R11823
R6717,R7690
R11383,R9080
R12175,R17074
R11920,R14776
R10676,R3968
R2328,R9093
R10503,R9070
R7105,R9580
R12381,R13628
R4645,R7061
R10382,R11292
R2764,R4243
R7764,R8267
R1789,R6214
R13227,R14395
R14248,R6999
R10289,R10718
R10053,R8575
R10160,R7223
R12726,R15798
R2101,R4539
R2412,R2920
R2799,R4723
R3159,R5559
R6562,R9357
R12404,R13241
R11268,R2524
R1889,R491
R3827,R6176
R2785,R6929
R9211,R9714
R12126,R16081
R13180,R15479
R11958,R13645
R14910,R9840
R3918,R6705
R7607,R9142
R14275,R16805
R7856,R9829
R1666,R6021
R4668,R5635
R10680,R15211
R14157,R15275
R14020,R14776
R10855,R12669
R5579,R6999
R370,R3830
R4517,R6466
R10941,R8058
R7368,R9348
R10687,R11142
R11611,R14886
R1714,R3158
R5345,R8683
R14402,R17230
R10180,R15898
R5276,R9256
R10462,R12677
R13063,R16099
R8749,R9711
R2339,R4261
R3797,R6631
R11476,R12824
R7456,R8974
R13767,R6901
R15130,R16539
R3048,R4666
R1751,R329
R1396,R14
R4657,R6570
R8523,R9505
R13921,R15778
R11132,R13312
R12448,R15595
R4762,R8623
R11774,R4614
R10703,R7700
R4919,R9810
R3940,R493
R4442,R6828
R2048,R597
R5806,R9285
R10510,R10944
R11938,R9780
R3660,R5062
R1929,R2897
R10699,R9667
R14411,R16646
R5205,R9093
R4816,R9285
R3069,R8834
R1622,R2611
R6903,R7878
R5044,R5981
R12514,R9800
R1650,R6487
R10280,R5411
R10693,R9709
R10698,R13718
R10234,R12421
R118,R7698
R12268,R2004
R11263,R16437
R6597,R9060
R10407,R15007
R11014,R15843
R12291,R13406
R14233,R8957
R1163,R190
R6918,R9419
R14093,R17311
R5830,R9705
R10601,R8868
R14732,R15870
R3955,R6281
R13140,R6131
R10139,R5480
R14304,R5181
R10027,R10488
R11618,R8804
R2432,R935
R4643,R8491
R8504,R9488
R4443,R8725
R2224,R4537
R11764,R8966
R6111,R8545
R5052,R6038
R15061,R16164
R11920,R17528
R5509,R8412
R10777,R7884
R7737,R9678
R3073,R613
R13746,R14487
R15674,R17024
R6681,R7657
R12339,R12780
R13747,R17322
R10851,R13864
R1034,R3459
R2589,R6459
R13389,R17093
R6366,R9799
R10566,R13211
R14380,R15127
R1417,R3402
R1230,R705
R11778,R8985
R6435,R8442
R11653,R8845
R10562,R7160
R12186,R7445
R151,R5907
R3394,R6792
R13252,R16288
R6462,R7439
R17542,R6810
R6115,R8074
R2587,R668
R4643,R5563
R5546,R8483
R4707,R6643
R4913,R9800
R2647,R6069
R1723,R6635
R14416,R9290
R11734,R13861
R15928,R17245
R7906,R9903
R12911,R16339
R2429,R3934
R581,R6847
R11626,R11627
R3563,R6409
R12413,R8287
R6574,R7543
R11255,R4075
R10315,R9853
R8147,R9145
R5276,R7204
R13351,R9801
R5181,R7553
